;0;1;2;3;4;5;6;7;8
0;0.19138902167726712;0.10231569495956094;0.040545361655603074;0.014275359913179742;0.3610778661929821;0.23311571167157652;0.13203472501483837;0.058977920715028276;0.014792612994730447
1;0.18665613841339734;0.09970861273955833;0.03945028898367475;0.013946235717991584;0.3527139579468468;0.22769242798838363;0.12895252450185346;0.05759781966291477;0.014446031227888234
2;0.18198906403172543;0.09713899880970978;0.038371887809836025;0.013621463419774216;0.34446204515238676;0.22234262498041346;0.12591247626578195;0.056236720655217454;0.014104240918562105
3;0.17458794313077064;0.0930666413784671;0.03666480936946037;0.013105949428487307;0.3313665883550101;0.2138544769775237;0.12108985661176241;0.05407778692722509;0.013562143755387446
4;0.16735655478761302;0.08909087450078701;0.035000699316523054;0.012601641964803179;0.31855925183988276;0.20555521847281;0.11637552593584388;0.05196764706469281;0.01303234677933407
5;0.16649881420798707;0.08861951254990963;0.03480357425786096;0.012541781530510221;0.3170392704924012;0.20457040006668237;0.11581617168623382;0.05171730044331291;0.012969494962994155
6;0.16564350591808719;0.08814953429266836;0.03460706464209551;0.012482081512150245;0.3155234107213545;0.20358828228131998;0.11525836501592224;0.051467650925305364;0.012906818842266965
7;0.16434375684837477;0.08743543357986816;0.03430855227568408;0.012391341745910722;0.31321950456350933;0.20209565114433303;0.11441063183045763;0.051088251715308175;0.01281156953054996
8;0.1630496526236982;0.08672454385535566;0.03401146804897248;0.012300974159461298;0.3109251591954525;0.2006092837127902;0.11356648761983834;0.050710469014294546;0.012716727617250179
9;0.16200214172119232;0.08614919601648374;0.0337710908508031;0.01222781000863371;0.30906767369437205;0.19940598232755136;0.11288312661329059;0.05040464969597913;0.012639953177650654
10;0.1609583504412555;0.08557596381662869;0.03353165457089258;0.012154891025175196;0.3072164849757826;0.19820680559050174;0.11220212864329504;0.050099894612591456;0.012563446935362599
11;0.15534587868163996;0.08249496006972024;0.032245733084944384;0.011762547179680283;0.29725732849408715;0.19175617409057466;0.10853924849157615;0.04846082590755607;0.012151989970832666
12;0.14984273034657392;0.07947611942668509;0.030987454686204785;0.011377402341441467;0.28748296739414414;0.18542653576600898;0.10494566076467571;0.04685295594886263;0.011748394100663972
13;0.14736378372785452;0.07811697587165511;0.030421525612714717;0.01120375870884871;0.2830768404855917;0.1825736610623565;0.10332616294519958;0.04612841086293962;0.01156653361357396
14;0.1449074918757347;0.07677070970512112;0.02986132202789893;0.011031605202092898;0.2787089389113042;0.1797458000245875;0.10172098395138818;0.045410310684548705;0.011386296715652833
15;0.1416252180420372;0.07497245884946402;0.029113620711895827;0.010801405699579547;0.2728689337268442;0.17596528460932248;0.0995752364925746;0.0444504401439616;0.011145386829871207
16;0.13838404919578196;0.07319756682550427;0.028376303866008534;0.010573907633416368;0.2670981932164551;0.17223007551361036;0.097455415646996;0.04350223637849204;0.010907415587241509
17;0.13955490711819252;0.07383864094981618;0.02864253720144294;0.010656111582898475;0.26918330336006235;0.17357964427102957;0.09822130393164308;0.043844813127501325;0.010993391060995172
18;0.1407311614055473;0.07448278139183806;0.02891013364924433;0.010738670074719181;0.27127750234605585;0.17493515718238584;0.09899059335820581;0.04418892022998122;0.011079751981315056
19;0.1427896937250992;0.07561034062810457;0.029378770703747392;0.010883095984687507;0.2749412758577314;0.17730675673680807;0.1003366055704209;0.04479102010843228;0.011230864930492857
20;0.1448646007044161;0.07674720562773985;0.029851544861258184;0.011028598225946595;0.27863264918453723;0.1796964109726069;0.10169295029934844;0.04539776976749721;0.011383149107164314
21;0.1525428570944385;0.08095704518431646;0.0316045013443329;0.011566430850413312;0.2922799533724252;0.188532785112848;0.1067091288606985;0.04764195617280187;0.011946439577871892
22;0.1604394682823198;0.08529102983468917;0.03341266038879365;0.012118636563921648;0.3062961226885541;0.19761062343905778;0.11186357168742056;0.04994838865611939;0.012525413000414432
23;0.16705159615811027;0.0889232824281585;0.03493060756720112;0.012580360425154424;0.31801886358645604;0.2052050894581754;0.11617665911918706;0.051878640996276815;0.013010000910742114
24;0.17381146465628916;0.09263958443065334;0.03648593887018414;0.013051828893534179;0.32999198554742293;0.21296362130392765;0.12058376661734904;0.05385124538885755;0.013505263223595243
25;0.1879445652523799;0.10041821389315864;0.03974825517639147;0.014035855018041943;0.35499127777404027;0.22916898965010546;0.129791655497959;0.05797354016068823;0.014540383130741574
26;0.20269496489419936;0.1085483209196969;0.04316696500464623;0.015060709704557418;0.38104139995466824;0.24606387029885823;0.139395110890856;0.062274163317265874;0.015620470769497352
27;0.2122204689990035;0.1138044338991886;0.04538159431151989;0.015721515820382947;0.3978452543877147;0.2569664573583168;0.1455944047447737;0.06505098798465347;0.016317961401370873
28;0.22199224080371138;0.11920089643419907;0.047658700112819474;0.016398659784885083;0.415070403259854;0.2681458946485833;0.15195271565236013;0.06789956332157843;0.017033554547913887
29;0.23240282679821433;0.12495484439256899;0.0500901407713048;0.01711931450725057;0.43340880886438526;0.28005169404262276;0.1587258951122088;0.07093457602684339;0.01779607046919196
30;0.24308412925415723;0.13086318825948773;0.052590333745449414;0.017857972316380533;0.45221216537467157;0.2922633946934603;0.16567494552724682;0.07404899954340038;0.018578630077301206
31;0.24821067263811614;0.13370056799330854;0.053792205991994635;0.018212250222357618;0.4612331412842394;0.29812343403099106;0.1690102468397079;0.07554402851708275;0.018954318107344825
32;0.2533981989334002;0.13657274687501442;0.055009578189531894;0.01857059095737501;0.4703591689895248;0.3040526510982744;0.1723853489738616;0.07705703820414378;0.01933454602367668
