;0;1;2;3;4;5;6;7;8;9;10;11;12
0;1.0;1.0;1.004768400203996;1.004768400203996;0.9958910409828357;0.9894261839550268;0.9853970625197447;0.9829339937826083;0.992570305238416;0.9827690988251911;0.9754046448111986;0.9704689314938779;0.967996765494298
1;1.0;1.0;1.005615949740628;1.005615949740628;0.9972713607665449;0.9912121108147934;0.9874505143877942;0.9851366670833617;0.9939828092614026;0.9846467671140313;0.9776269116023394;0.972937772338173;0.9705891427969398
2;1.0;1.0;1.0057911141942497;1.0057911141942497;0.997548858340114;0.9915665938122771;0.9878563605377465;0.985568423411797;0.994289139159871;0.9850586461819482;0.97811831707969;0.9734823704495883;0.9711603893933368
3;1.0;1.0;1.0060697186173295;1.0060697186173295;0.9979925675851646;0.992134505131426;0.9885071346849218;0.9862609946106321;0.9947792920536223;0.9857190182832706;0.9789069329290297;0.9743567602639108;0.9720777490719349
4;1.0;1.0;1.0063429635948522;1.0063429635948522;0.9984306632282661;0.9926966035051402;0.9891519600170813;0.9869475445816632;0.99526366839952;0.986373260571632;0.9796891423415987;0.975224553578884;0.9729884155160253
5;1.0;1.0;1.0063754445993807;1.0063754445993807;0.9984829399785802;0.9927637703162182;0.98922906036364;0.9870296548027775;0.9953214965481356;0.9864514806068062;0.979782723737042;0.975328408252857;0.9730974164718604
6;1.0;1.0;1.0064078487528392;1.0064078487528392;0.9985351362671729;0.9928308538326798;0.9893060754843936;0.9871116787685084;0.9953792419128864;0.9865296128322161;0.9798762133866242;0.9754321684763115;0.973206321600534
7;1.0;1.0;1.006457120377008;1.006457120377008;0.9986145858730283;0.9929330024566724;0.9894233670540892;0.9872366073324997;0.995467149932589;0.986648603126359;0.9800186176726284;0.9755902311823071;0.9733722281385895
8;1.0;1.0;1.0065062136187661;1.0065062136187661;0.9986938487469018;0.9930349577967117;0.989540460873015;0.9873613357639479;0.9955548658418112;0.986767389679143;0.9801608091077054;0.975748074777496;0.973537912379534
9;1.0;1.0;1.0065459783717998;1.0065459783717998;0.9987581249448221;0.9931176703846144;0.9896354725780612;0.9874625500443955;0.9956260075093131;0.9868637725926783;0.9802762054811637;0.975876186396763;0.9736723934171932
10;1.0;1.0;1.0065856255581929;1.0065856255581929;0.9988222780819528;0.9932002556002237;0.9897303539713671;0.9875636324456931;0.9956970225760905;0.986960021251384;0.9803914616048764;0.9760041536467069;0.9738067279886453
11;1.0;1.0;1.006799222623393;1.006799222623393;0.9991690735303774;0.9936472326915378;0.9902441618834668;0.9881111419041074;0.9960810800777297;0.9874811972754828;0.9810159195768324;0.9766976788629326;0.9745348501368145
12;1.0;1.0;1.0070093625693604;1.0070093625693604;0.999512251619412;0.9940904666384841;0.9907541408818745;0.9886547767003144;0.9964614166813621;0.9879984288707736;0.9816362580210172;0.9773869642171295;0.9752586711694917
13;1.0;1.0;1.0071042595802777;1.0071042595802777;0.9996679001617652;0.9942918036887686;0.9909859551093383;0.9889019580367149;0.996634014117031;0.9882335196549189;0.9819184154433509;0.9777005937345271;0.9755880648141362
14;1.0;1.0;1.007198439769652;1.007198439769652;0.9998227990008781;0.9944923652145277;0.9912169762020008;0.9891483368415728;0.9968058405242213;0.988467793462674;0.9821997198905734;0.9780133455345102;0.9759165681460994
15;1.0;1.0;1.0073245302972669;1.0073245302972669;1.0000308610568802;0.9947620711833375;0.9915278014985602;0.9894798936822115;0.9970367359435877;0.9887829750768328;0.9825783772604646;0.9784344453326416;0.9763589264335036
16;1.0;1.0;1.0074462211114708;1.0074462211114708;1.0002296706254932;0.9950177055228175;0.9918244821446296;0.9897972627652488;0.9972631008262938;0.9890935166067387;0.9829523094767958;0.9788507618613791;0.9767964719746907
17;1.0;1.0;1.0074010974162404;1.0074010974162404;1.0001548424933109;0.9949205400050252;0.9917124172171143;0.9896776862946023;0.9971800099529562;0.9889798938026079;0.9828156943460356;0.9786987737225468;0.9766367840053249
18;1.0;1.0;1.0073558028690377;1.0073558028690377;1.0000798357488843;0.9948231897785651;0.9916001634230175;0.9895579187379264;0.9970967354190717;0.9888660764782348;0.9826788761854444;0.9785465767045649;0.9764768841790044
19;1.0;1.0;1.0072733958356048;1.0072733958356048;0.9999409048724317;0.9946405758209689;0.9913868400312349;0.9893314857659519;0.9969482107049706;0.9886643797492312;0.9824371364066948;0.9782780628726994;0.9761949599100368
20;1.0;1.0;1.0071936757217606;1.0071936757217606;0.9998094671801173;0.9944702449727729;0.991190565817664;0.9891221317790425;0.9968023683709136;0.9884653601331945;0.9821980688147853;0.9780122174695822;0.9759157020435633
21;1.0;1.0;1.0068996065682794;1.0068996065682794;0.999327264550152;0.993846553684704;0.9904724933104203;0.9883564722786174;0.9962676916227663;0.9877371658612331;0.981324127374137;0.977040819055022;0.9748954881685046
