;0;1;2;3;4;5;6;7;8;9;10;11;12
0;-39.0795884660743;0.0;0.0;0.0;4.4332115400000065;4.451211540000007;2.7862918720000067;4.469211540000009;4.379211540000004;4.415211540000005;4.370211540000003;4.415211540000005;4.4152115400000085
1;-36.99422795503888;0.0;0.0;0.0;4.19704106;4.19704106;2.568121392;4.19704106;4.197041060000002;4.19704106;4.19704106;4.19704106;4.19704106
2;-36.54999949686966;0.0;0.0;0.0;4.14987058;4.14987058;2.520950912;4.14987058;4.14987058;4.149870580000002;4.149870579999998;4.149870579999998;4.149870579999998
3;-35.832929433351346;0.0;0.0;0.0;4.0736693950000005;4.0736693950000005;2.4447497270000014;4.073669395000001;4.073669395;4.073669395;4.073669395;4.073669395;4.073669395000003
4;-35.11654171209943;0.0;0.0;0.0;3.99746821;3.99746821;2.368548541999999;3.997468209999999;3.997468210000001;3.997468210000001;3.997468210000001;3.997468210000001;3.9974682099999974
5;-35.03048795938704;0.0;0.0;0.0;3.988309925;3.988309925;2.3593902570000003;3.9883099249999994;3.9883099249999994;3.9883099249999994;3.9883099249999994;3.9883099249999994;3.9883099249999994
6;-34.94444399580186;0.0;0.0;0.0;3.97915164;3.97915164;2.3502319720000004;3.9791516399999995;3.9791516400000013;3.9791516400000013;3.9791516400000013;3.9791516400000013;3.9791516400000013
7;-34.813237466061054;0.0;0.0;0.0;3.9651843700000007;3.9651843700000007;2.3362647020000002;3.965184370000001;3.9651843699999993;3.9651843699999993;3.9651843699999993;3.9651843699999993;3.965184370000003
8;-34.68205361651299;0.0;0.0;0.0;3.9512170950000005;3.9512170950000005;2.3222974270000005;3.9512170950000005;3.9512170950000023;3.9512170950000005;3.9512170950000005;3.9512170950000005;3.9512170950000005
9;-34.57546275979023;0.0;0.0;0.0;3.93986648;3.93986648;2.310946812000001;3.939866480000001;3.939866479999999;3.939866479999999;3.939866479999999;3.939866479999999;3.939866479999999
10;-34.46888688249901;0.0;0.0;0.0;3.9285158649999996;3.9285158649999996;2.2995961969999996;3.9285158649999996;3.9285158649999996;3.9285158650000014;3.9285158650000014;3.9285158650000014;3.9285158650000014
11;-33.889455439327236;0.0;0.0;0.0;3.8667769950000004;3.8667769950000004;2.2378573270000004;3.8667769950000004;3.8667769950000004;3.866776995000002;3.866776995000002;3.866776995000002;3.866776995000002
12;-33.31046460588948;0.0;0.0;0.0;3.8050381200000007;3.8050381200000007;2.1761184520000008;3.8050381200000007;3.8050381200000007;3.8050381200000025;3.805038119999999;3.805038119999999;3.805038119999999
13;-33.04598611920511;0.0;0.0;0.0;3.7768207;3.7768207;2.147901032;3.7768207;3.7768207;3.776820700000002;3.776820700000002;3.776820700000002;3.776820700000002
14;-32.78159899953762;0.0;0.0;0.0;3.748603275;3.748603275;2.119683606999999;3.748603274999999;3.7486032750000007;3.7486032750000007;3.7486032750000007;3.7486032750000007;3.748603274999997
15;-32.42458928396142;0.0;0.0;0.0;3.7104850000000003;3.7104850000000003;2.0815653320000003;3.7104850000000003;3.7104850000000003;3.710485000000002;3.7104849999999985;3.7104849999999985;3.7104849999999985
16;-32.076994563862414;0.0;0.0;0.0;3.6723667250000003;3.6813667249999997;2.043447057;3.672366725;3.6723667250000016;3.672366725;3.672366725;3.672366725;3.672366725
17;-32.20640689608144;0.0;0.0;0.0;3.686192555;3.695192555;2.057272887;3.686192555;3.686192555;3.6861925550000016;3.686192554999998;3.686192554999998;3.686192554999998
18;-32.3358410256906;0.0;0.0;0.0;3.700018385;3.7090183850000003;2.071098717;3.700018385;3.700018384999998;3.700018385;3.700018385;3.700018385;3.700018385
19;-32.570306946297634;0.0;0.0;0.0;3.7240633100000005;3.73306331;2.1041436420000004;3.72406331;3.72406331;3.724063310000002;3.724063310000002;3.724063310000002;3.724063310000002
20;-32.79553040297402;0.0;0.0;0.0;3.7481082299999997;3.75710823;2.128188562;3.7481082299999997;3.748108229999998;3.7481082299999997;3.7481082299999997;3.7481082299999997;3.7481082299999997
21;-33.61451137849362;0.0;0.0;0.0;3.835483235;3.844483235;2.2155635670000002;3.835483235;3.835483235;3.8354832350000017;3.835483234999998;3.835483234999998;3.835483234999998
22;-34.462339816781565;0.0;0.0;0.0;3.922858235;3.9318582349999995;2.302938567;3.9228582349999996;3.940858235000002;3.9228582349999996;3.931858235;3.9228582349999996;3.922858235000003
23;-35.13257632961184;0.0;0.0;0.0;3.994215075;4.003215075;2.374295407;3.9942150749999996;4.012215075000002;3.9942150749999996;4.003215075;3.9942150749999996;3.994215075000003
24;-35.81271111161468;0.0;0.0;0.0;4.065571915;4.065571915;2.4546522470000003;4.065571915;4.092571914999999;4.065571915;4.074571915;4.065571915;4.065571915
25;-37.162595253830645;0.0;0.0;0.0;4.2099475250000005;4.2099475250000005;2.599027857000001;4.2099475250000005;4.227947525000003;4.2099475250000005;4.218947525000001;4.209947525000004;4.209947525000004
26;-38.53345376343301;0.0;0.0;0.0;4.354323135;4.354323135;2.7434034670000003;4.354323135;4.381323135000001;4.354323135000001;4.363323135000002;4.354323135000001;4.354323135000001
27;-39.40370258937784;0.0;0.0;0.0;4.45345623;4.444456229999999;2.833536561999999;4.444456229999998;4.471456230000001;4.44445623;4.4534562300000005;4.444456229999997;4.4534562300000005
28;-40.227848803494766;0.0;0.0;0.0;4.534589325000001;4.534589325000001;2.914669657000001;4.543589324999999;4.552589325;4.534589324999999;4.543589324999999;4.534589324999999;4.534589324999999
29;-41.104687119304785;0.0;0.0;0.0;4.628187720000001;4.628187720000001;3.008268052000002;4.637187720000002;4.63718772;4.62818772;4.63718772;4.62818772;4.62818772
30;-41.973182864901204;0.0;0.0;0.0;4.7217861150000004;4.7217861150000004;3.0928664470000005;4.721786114999999;4.7217861150000004;4.730786115000001;4.730786115000001;4.7217861150000004;4.7217861150000004
