time;freq
00:00:00;50.0215
00:00:10;50.0027
00:00:20;49.9727
00:00:30;49.9616
00:00:40;49.9637
00:00:50;49.9625
00:01:00;49.9676
00:01:10;49.9668
00:01:20;49.9851
00:01:30;49.9902
00:01:40;50.0036
00:01:50;49.9996
00:02:00;49.9967
00:02:10;49.9908
00:02:20;49.9863
00:02:30;49.975
00:02:40;49.9735
00:02:50;49.9784
00:03:00;49.9818
00:03:10;49.9869
00:03:20;49.9703
00:03:30;49.967
00:03:40;49.9666
00:03:50;49.9613
00:04:00;49.9583
00:04:10;49.9614
00:04:20;49.9661
00:04:30;49.9657
00:04:40;49.9717
00:04:50;49.9719
00:05:00;49.9674
00:05:10;49.9594
00:05:20;49.9712
00:05:30;49.9833
00:05:40;49.9715
00:05:50;49.9822
00:06:00;49.9776
00:06:10;49.9699
00:06:20;49.9787
00:06:30;49.9798
00:06:40;49.9763
00:06:50;49.9757
00:07:00;49.9804
00:07:10;49.9798
00:07:20;49.9756
00:07:30;49.9826
00:07:40;49.9778
00:07:50;49.9822
00:08:00;49.9812
00:08:10;49.9832
00:08:20;49.9809
00:08:30;49.9849
00:08:40;49.9918
00:08:50;50.0092
00:09:00;50.0095
00:09:10;50.0033
00:09:20;49.9956
00:09:30;49.9909
00:09:40;49.9971
00:09:50;50.0118
00:10:00;50.0056
00:10:10;50.009
00:10:20;49.9982
00:10:30;49.9843
00:10:40;49.9875
00:10:50;49.9806
00:11:00;49.9845
00:11:10;49.978
00:11:20;49.9797
00:11:30;49.9869
00:11:40;49.9864
00:11:50;49.9773
00:12:00;49.9833
00:12:10;49.9825
00:12:20;49.9824
00:12:30;49.9899
00:12:40;49.9942
00:12:50;49.988
00:13:00;49.9889
00:13:10;49.993
00:13:20;49.9865
00:13:30;49.9927
00:13:40;49.9957
00:13:50;50.0008
00:14:00;49.9919
00:14:10;49.99
00:14:20;49.9792
00:14:30;49.9761
00:14:40;49.9768
00:14:50;49.9841
00:15:00;49.9738
00:15:10;49.974
00:15:20;49.9779
00:15:30;49.9722
00:15:40;49.9735
00:15:50;49.9624
00:16:00;49.9653
00:16:10;49.9655
00:16:20;49.9646
00:16:30;49.9777
00:16:40;49.9813
00:16:50;49.9891
00:17:00;49.994
00:17:10;49.9781
00:17:20;49.9754
00:17:30;49.9799
00:17:40;49.9782
00:17:50;49.968
00:18:00;49.9661
00:18:10;49.9735
00:18:20;49.9781
00:18:30;49.9892
00:18:40;49.988
00:18:50;49.9909
00:19:00;49.9882
00:19:10;50.0037
00:19:20;50.0126
00:19:30;50.0145
00:19:40;50.0187
00:19:50;50.0165
00:20:00;50.0139
00:20:10;50.0147
00:20:20;50.0161
00:20:30;50.011
00:20:40;50.0106
00:20:50;50.0127
00:21:00;50.0206
00:21:10;50.0238
00:21:20;50.021
00:21:30;50.0196
00:21:40;50.0177
00:21:50;50.0243
00:22:00;50.0193
00:22:10;50.0213
00:22:20;50.0175
00:22:30;50.0224
00:22:40;50.0255
00:22:50;50.0259
00:23:00;50.0227
00:23:10;50.0095
00:23:20;50.0099
00:23:30;50.016
00:23:40;50.0025
00:23:50;50.014
00:24:00;50.0203
00:24:10;50.0252
00:24:20;50.0328
00:24:30;50.0299
00:24:40;50.0189
00:24:50;50.0236
00:25:00;50.0269
00:25:10;50.0287
00:25:20;50.0198
00:25:30;50.0108
00:25:40;50.0217
00:25:50;50.0245
00:26:00;50.0223
00:26:10;50.0308
00:26:20;50.034
00:26:30;50.0363
00:26:40;50.0355
00:26:50;50.042
00:27:00;50.0498
00:27:10;50.0435
00:27:20;50.0367
00:27:30;50.0301
00:27:40;50.0333
00:27:50;50.0292
00:28:00;50.0229
00:28:10;50.0115
00:28:20;50.0135
00:28:30;50.0218
00:28:40;50.0276
00:28:50;50.0174
00:29:00;50.0167
00:29:10;50.0198
00:29:20;50.023
00:29:30;50.0197
00:29:40;50.0164
00:29:50;50.003
00:30:00;49.9937
00:30:10;50.0089
00:30:20;50.0029
00:30:30;49.9953
00:30:40;49.9927
00:30:50;49.9976
00:31:00;49.9967
00:31:10;49.9891
00:31:20;50.0098
00:31:30;50.0087
00:31:40;50.015
00:31:50;50.0179
00:32:00;50.0083
00:32:10;50.009
00:32:20;50.0088
00:32:30;49.9963
00:32:40;49.9912
00:32:50;49.9996
00:33:00;50.0092
00:33:10;50.0128
00:33:20;50.0049
00:33:30;50.0085
00:33:40;50.0101
00:33:50;50.0102
00:34:00;50.0204
00:34:10;50.0124
00:34:20;50.0126
00:34:30;50.0228
00:34:40;50.0287
00:34:50;50.0224
00:35:00;50.0224
00:35:10;50.0187
00:35:20;50.016
00:35:30;50.0073
00:35:40;50.0091
00:35:50;50.0142
00:36:00;50.0153
00:36:10;50.018
00:36:20;50.0155
00:36:30;50.0204
00:36:40;50.016
00:36:50;50.0165
00:37:00;50.0226
00:37:10;50.0137
00:37:20;50.0106
00:37:30;50.0216
00:37:40;50.0275
00:37:50;50.0358
00:38:00;50.0281
00:38:10;50.0306
00:38:20;50.0311
00:38:30;50.0247
00:38:40;50.0268
00:38:50;50.0368
00:39:00;50.034
00:39:10;50.032
00:39:20;50.0291
00:39:30;50.0357
00:39:40;50.0492
00:39:50;50.0464
00:40:00;50.0469
00:40:10;50.0396
00:40:20;50.032
00:40:30;50.0358
00:40:40;50.0308
00:40:50;50.0242
00:41:00;50.0303
00:41:10;50.0353
00:41:20;50.0392
00:41:30;50.0333
00:41:40;50.0289
00:41:50;50.0286
00:42:00;50.0261
00:42:10;50.0156
00:42:20;50.0187
00:42:30;50.0228
00:42:40;50.0185
00:42:50;50.0282
00:43:00;50.0359
00:43:10;50.037
00:43:20;50.0353
00:43:30;50.0319
00:43:40;50.0307
00:43:50;50.0371
00:44:00;50.0292
00:44:10;50.0304
00:44:20;50.031
00:44:30;50.0261
00:44:40;50.0299
00:44:50;50.0267
00:45:00;50.0134
00:45:10;50.0089
00:45:20;50.0198
00:45:30;50.0134
00:45:40;50.0229
00:45:50;50.0217
00:46:00;50.026
00:46:10;50.0271
00:46:20;50.0243
00:46:30;50.0192
00:46:40;50.0261
00:46:50;50.0277
00:47:00;50.0254
00:47:10;50.0334
00:47:20;50.0321
00:47:30;50.0343
00:47:40;50.0355
00:47:50;50.0334
00:48:00;50.0297
00:48:10;50.0326
00:48:20;50.0369
00:48:30;50.0327
00:48:40;50.0322
00:48:50;50.0358
00:49:00;50.0391
00:49:10;50.0352
00:49:20;50.0368
00:49:30;50.0346
00:49:40;50.0399
00:49:50;50.0376
00:50:00;50.0344
00:50:10;50.0354
00:50:20;50.0451
00:50:30;50.053
00:50:40;50.0529
00:50:50;50.0504
00:51:00;50.0429
00:51:10;50.0432
00:51:20;50.0378
00:51:30;50.0449
00:51:40;50.0441
00:51:50;50.0456
00:52:00;50.0382
00:52:10;50.0424
00:52:20;50.0475
00:52:30;50.0462
00:52:40;50.0541
00:52:50;50.0514
00:53:00;50.0491
00:53:10;50.0522
00:53:20;50.043
00:53:30;50.0423
00:53:40;50.0375
00:53:50;50.0372
00:54:00;50.0363
00:54:10;50.0477
00:54:20;50.0483
00:54:30;50.0519
00:54:40;50.05
00:54:50;50.0406
00:55:00;50.0428
00:55:10;50.0473
00:55:20;50.0525
00:55:30;50.0346
00:55:40;50.0343
00:55:50;50.0319
00:56:00;50.0281
00:56:10;50.028
00:56:20;50.025
00:56:30;50.0295
00:56:40;50.0274
00:56:50;50.0337
00:57:00;50.0232
00:57:10;50.031
00:57:20;50.0279
00:57:30;50.0219
00:57:40;50.0169
00:57:50;50.0179
00:58:00;50.0224
00:58:10;50.0223
00:58:20;50.0108
00:58:30;50.0161
00:58:40;50.0132
00:58:50;50.0083
00:59:00;50.0144
00:59:10;50.0094
00:59:20;50.0151
00:59:30;50.0129
00:59:40;50.0095
00:59:50;50.0026
01:00:00;49.9884
01:00:10;49.9749
01:00:20;49.961
01:00:30;49.9558
01:00:40;49.9514
01:00:50;49.9412
01:01:00;49.9324
01:01:10;49.9326
01:01:20;49.9419
01:01:30;49.9429
01:01:40;49.9476
01:01:50;49.9373
01:02:00;49.928
01:02:10;49.9259
01:02:20;49.9286
01:02:30;49.9258
01:02:40;49.9336
01:02:50;49.9406
01:03:00;49.9455
01:03:10;49.9477
01:03:20;49.9493
01:03:30;49.9439
01:03:40;49.9538
01:03:50;49.9562
01:04:00;49.9502
01:04:10;49.9468
01:04:20;49.9457
01:04:30;49.9539
01:04:40;49.9581
01:04:50;49.9674
01:05:00;49.9605
01:05:10;49.9643
01:05:20;49.9684
01:05:30;49.9672
01:05:40;49.9593
01:05:50;49.9583
01:06:00;49.9604
01:06:10;49.9659
01:06:20;49.9611
01:06:30;49.9554
01:06:40;49.9564
01:06:50;49.9668
01:07:00;49.9711
01:07:10;49.9689
01:07:20;49.9658
01:07:30;49.9706
01:07:40;49.9788
01:07:50;49.977
01:08:00;49.9756
01:08:10;49.9724
01:08:20;49.9823
01:08:30;49.9789
01:08:40;49.9765
01:08:50;49.979
01:09:00;49.9715
01:09:10;49.9736
01:09:20;49.9726
01:09:30;49.9807
01:09:40;49.9806
01:09:50;49.9756
01:10:00;49.9854
01:10:10;49.9877
01:10:20;49.9776
01:10:30;49.9864
01:10:40;49.9977
01:10:50;50.0078
01:11:00;50.0101
01:11:10;49.9997
01:11:20;50.0193
01:11:30;50.0314
01:11:40;50.0195
01:11:50;50.0199
01:12:00;50.0112
01:12:10;50.0062
01:12:20;49.9957
01:12:30;49.9991
01:12:40;49.9958
01:12:50;49.9919
01:13:00;49.9973
01:13:10;50.005
01:13:20;50.0054
01:13:30;50.005
01:13:40;50.0115
01:13:50;50.0121
01:14:00;50.0135
01:14:10;50.0099
01:14:20;50.0151
01:14:30;50.0183
01:14:40;50.0229
01:14:50;50.018
01:15:00;50.0174
01:15:10;50.0138
01:15:20;50.0046
01:15:30;49.9967
01:15:40;49.9903
01:15:50;49.9876
01:16:00;49.994
01:16:10;49.9869
01:16:20;49.9923
01:16:30;50.0123
01:16:40;50.005
01:16:50;50.0028
01:17:00;50.0074
01:17:10;50.0087
01:17:20;50.0001
01:17:30;49.9851
01:17:40;49.989
01:17:50;49.9964
01:18:00;49.9869
01:18:10;49.993
01:18:20;50.0059
01:18:30;50.0097
01:18:40;50.0008
01:18:50;50.0127
01:19:00;50.0065
01:19:10;49.9861
01:19:20;49.9902
01:19:30;49.9858
01:19:40;49.981
01:19:50;49.9871
01:20:00;50.0014
01:20:10;50.0033
01:20:20;49.9882
01:20:30;49.9829
01:20:40;49.9753
01:20:50;49.9744
01:21:00;49.9801
01:21:10;49.9859
01:21:20;49.9901
01:21:30;49.988
01:21:40;49.9955
01:21:50;49.9919
01:22:00;49.9919
01:22:10;49.992
01:22:20;49.9914
01:22:30;49.9967
01:22:40;50.005
01:22:50;50.0084
01:23:00;50.0074
01:23:10;49.9925
01:23:20;49.986
01:23:30;49.9895
01:23:40;49.991
01:23:50;49.9867
01:24:00;49.9983
01:24:10;50.0002
01:24:20;50.0023
01:24:30;50.0158
01:24:40;50.0163
01:24:50;50.0153
01:25:00;50.0145
01:25:10;50.0123
01:25:20;50.0087
01:25:30;49.99
01:25:40;49.9907
01:25:50;49.9931
01:26:00;50.0041
01:26:10;50.0007
01:26:20;49.9977
01:26:30;50.0048
01:26:40;50.0168
01:26:50;50.0225
01:27:00;50.0147
01:27:10;50.0103
01:27:20;50.0105
01:27:30;50.0038
01:27:40;50.0111
01:27:50;50.0192
01:28:00;50.0082
01:28:10;50.0003
01:28:20;49.9853
01:28:30;49.9987
01:28:40;50.0108
01:28:50;49.9832
01:29:00;49.9703
01:29:10;49.9683
01:29:20;49.9724
01:29:30;49.973
01:29:40;49.9634
01:29:50;49.967
01:30:00;49.9588
01:30:10;49.9621
01:30:20;49.9624
01:30:30;49.9732
01:30:40;49.9645
01:30:50;49.9704
01:31:00;49.9817
01:31:10;49.9871
01:31:20;49.9729
01:31:30;49.9719
01:31:40;49.9831
01:31:50;49.9702
