time;freq
01:32:00;49.9696
01:32:10;49.966
01:32:20;49.975
01:32:30;49.9799
01:32:40;49.9749
01:32:50;49.9691
01:33:00;49.9707
01:33:10;49.9787
01:33:20;49.9866
01:33:30;49.9805
01:33:40;49.9738
01:33:50;49.9779
01:34:00;49.9785
01:34:10;49.9779
01:34:20;49.9834
01:34:30;49.9869
01:34:40;49.9966
01:34:50;49.9833
01:35:00;49.9892
01:35:10;49.9883
01:35:20;50.0007
01:35:30;50.0062
01:35:40;50.003
01:35:50;49.9962
01:36:00;50.008
01:36:10;50.0122
01:36:20;50.013
01:36:30;50.0042
01:36:40;49.9988
01:36:50;49.9894
01:37:00;49.9888
01:37:10;49.9985
01:37:20;49.9965
01:37:30;49.9876
01:37:40;49.9892
01:37:50;49.993
01:38:00;50.01
01:38:10;50.0063
01:38:20;50.0068
01:38:30;50.012
01:38:40;50.008
01:38:50;49.9963
01:39:00;49.9919
01:39:10;49.9868
01:39:20;49.9956
01:39:30;50.0095
01:39:40;50.0201
01:39:50;50.0169
01:40:00;50.0152
01:40:10;50.0105
01:40:20;50.0126
01:40:30;50.0071
01:40:40;50.0093
01:40:50;50.0025
01:41:00;50.0002
01:41:10;50.0125
01:41:20;50.011
01:41:30;50.0109
01:41:40;50.0045
01:41:50;49.9979
01:42:00;50.0026
01:42:10;49.9925
01:42:20;49.9913
01:42:30;49.9945
01:42:40;49.9985
01:42:50;50.0081
01:43:00;50
01:43:10;50.0061
01:43:20;50.0106
01:43:30;50.0136
01:43:40;50.0055
01:43:50;50.0074
01:44:00;50.0138
01:44:10;50.0082
01:44:20;50.0151
01:44:30;50.0204
01:44:40;50.0228
01:44:50;50.0182
01:45:00;50.0132
01:45:10;50.0154
01:45:20;50.0083
01:45:30;50.0074
01:45:40;50.0022
01:45:50;50.0077
01:46:00;50.004
01:46:10;49.9921
01:46:20;49.9884
01:46:30;49.9802
01:46:40;49.9847
01:46:50;49.9955
01:47:00;50.0059
01:47:10;49.9987
01:47:20;49.9953
01:47:30;50.0002
01:47:40;50.0084
01:47:50;50.0056
01:48:00;50.0068
01:48:10;50.0059
01:48:20;50.0067
01:48:30;50.008
01:48:40;50.0101
01:48:50;50.0066
01:49:00;50.008
01:49:10;50.0115
01:49:20;50.004
01:49:30;50.0009
01:49:40;50.0017
01:49:50;50.0056
01:50:00;50.0073
01:50:10;50.0013
01:50:20;50.0087
01:50:30;50.0076
01:50:40;50.0086
01:50:50;50.0047
01:51:00;50.0045
01:51:10;49.9977
01:51:20;49.9993
01:51:30;50.0056
01:51:40;50.0164
01:51:50;50.0129
01:52:00;50.0101
01:52:10;50.0257
01:52:20;50.0129
01:52:30;50.0103
01:52:40;50.0165
01:52:50;50.0163
01:53:00;50.0162
01:53:10;50.0129
01:53:20;50.0131
01:53:30;50.0196
01:53:40;50.0205
01:53:50;50.0183
01:54:00;50.0197
01:54:10;50.0117
01:54:20;50.01
01:54:30;50.0208
01:54:40;50.0239
01:54:50;50.0125
01:55:00;50.0013
01:55:10;49.9992
01:55:20;49.9941
01:55:30;49.9861
01:55:40;49.986
01:55:50;49.9813
01:56:00;49.9842
01:56:10;50.0038
01:56:20;50.0088
01:56:30;50.0081
01:56:40;49.9974
01:56:50;50.0061
01:57:00;49.9997
01:57:10;49.9935
01:57:20;49.9961
01:57:30;50.0061
01:57:40;50.0138
01:57:50;50.0192
01:58:00;50.0236
01:58:10;50.0154
01:58:20;50.0201
01:58:30;50.0272
01:58:40;50.0198
01:58:50;50.0195
01:59:00;50.0229
01:59:10;50.017
01:59:20;50.0148
01:59:30;50.0141
01:59:40;50.0097
01:59:50;50.0142
02:00:00;50.0024
02:00:10;49.9843
02:00:20;49.9767
02:00:30;49.9683
02:00:40;49.9712
02:00:50;49.977
02:01:00;49.9774
02:01:10;49.9881
02:01:20;49.9616
02:01:30;49.9518
02:01:40;49.9538
02:01:50;49.9589
02:02:00;49.9639
02:02:10;49.9754
02:02:20;49.9785
02:02:30;49.9812
02:02:40;49.9764
02:02:50;49.9737
02:03:00;49.9755
02:03:10;49.9725
02:03:20;49.9651
02:03:30;49.9672
02:03:40;49.961
02:03:50;49.9584
02:04:00;49.9527
02:04:10;49.9438
02:04:20;49.9423
02:04:30;49.9434
02:04:40;49.9449
02:04:50;49.9637
02:05:00;49.9602
02:05:10;49.9584
02:05:20;49.9646
02:05:30;49.9639
02:05:40;49.9631
02:05:50;49.9594
02:06:00;49.9557
02:06:10;49.9618
02:06:20;49.953
02:06:30;49.9463
02:06:40;49.9574
02:06:50;49.9594
02:07:00;49.9678
02:07:10;49.9812
02:07:20;49.9751
02:07:30;49.9773
02:07:40;49.9773
02:07:50;49.9758
02:08:00;49.9802
02:08:10;49.9877
02:08:20;49.9842
02:08:30;49.9888
02:08:40;49.9926
02:08:50;49.973
02:09:00;49.9751
02:09:10;49.979
02:09:20;49.9842
02:09:30;49.9848
02:09:40;49.9777
02:09:50;49.9765
02:10:00;49.9837
02:10:10;49.9902
02:10:20;49.9879
02:10:30;49.9783
02:10:40;49.9865
02:10:50;49.9879
02:11:00;49.9863
02:11:10;49.9786
02:11:20;49.9784
02:11:30;49.9755
02:11:40;49.9735
02:11:50;49.9734
02:12:00;49.9792
02:12:10;49.9797
02:12:20;49.9793
02:12:30;49.9862
02:12:40;49.9972
02:12:50;50.0053
02:13:00;50.0025
02:13:10;49.9998
02:13:20;50.0048
02:13:30;50.008
02:13:40;50.0005
02:13:50;49.999
02:14:00;49.9971
02:14:10;50.0002
02:14:20;50.0013
02:14:30;50.0001
02:14:40;50.0053
02:14:50;50.0185
02:15:00;50.0156
02:15:10;50.0214
02:15:20;50.0117
02:15:30;50.0034
02:15:40;49.9951
02:15:50;49.9971
02:16:00;50.0007
02:16:10;49.996
02:16:20;49.988
02:16:30;49.9927
02:16:40;49.997
02:16:50;50.0025
02:17:00;50.0098
02:17:10;50.003
02:17:20;50.0111
02:17:30;50.0088
02:17:40;49.9999
02:17:50;49.9966
02:18:00;50.0027
02:18:10;50.016
02:18:20;50.0223
02:18:30;50.0235
02:18:40;50.0174
02:18:50;50.0208
02:19:00;50.0268
02:19:10;50.0217
02:19:20;50.0247
02:19:30;50.0242
02:19:40;50.0235
02:19:50;50.0218
02:20:00;50.0113
02:20:10;50.0076
02:20:20;50.0064
02:20:30;49.9999
02:20:40;49.9968
02:20:50;50.0033
02:21:00;50.0096
02:21:10;50.0127
02:21:20;50.0136
02:21:30;50.0122
02:21:40;50.0156
02:21:50;50.0051
02:22:00;49.9981
02:22:10;50.0018
02:22:20;50.015
02:22:30;50.0144
02:22:40;50.0131
02:22:50;50.0066
02:23:00;50.0059
02:23:10;49.9979
02:23:20;50.0053
02:23:30;50.0094
02:23:40;50.0122
02:23:50;50.0077
02:24:00;50.0158
02:24:10;50.0177
02:24:20;50.0187
02:24:30;50.016
02:24:40;50.0133
02:24:50;50.0119
02:25:00;50.0042
02:25:10;50.0043
02:25:20;50.0132
02:25:30;50.0096
02:25:40;49.9976
02:25:50;50.001
02:26:00;50.0055
02:26:10;50.0049
02:26:20;50.0057
02:26:30;50.0189
02:26:40;50.0194
02:26:50;50.0072
02:27:00;50.0034
02:27:10;49.9942
02:27:20;50.0046
02:27:30;50.0129
02:27:40;50.0093
02:27:50;50.0079
02:28:00;50.0082
02:28:10;50.0214
02:28:20;50.0202
02:28:30;50.0186
02:28:40;50.0228
02:28:50;50.0165
02:29:00;50.0165
02:29:10;50.0154
02:29:20;50.0274
02:29:30;50.0273
02:29:40;50.0124
02:29:50;50.0074
02:30:00;49.9949
02:30:10;49.9841
02:30:20;49.9843
02:30:30;49.9817
02:30:40;49.9829
02:30:50;49.9894
02:31:00;49.9899
02:31:10;49.9955
02:31:20;49.9963
02:31:30;50.0022
02:31:40;50.01
02:31:50;50.0114
02:32:00;50.0108
02:32:10;50.0142
02:32:20;50.0021
02:32:30;50.003
02:32:40;50.0083
02:32:50;50.0044
02:33:00;50.0001
02:33:10;49.993
02:33:20;49.9886
02:33:30;49.9983
02:33:40;50.002
02:33:50;50.0052
02:34:00;50.007
02:34:10;49.9997
02:34:20;50.0031
02:34:30;49.995
02:34:40;49.9824
02:34:50;49.9794
02:35:00;49.9711
02:35:10;49.9758
02:35:20;49.9807
02:35:30;49.9898
02:35:40;49.9953
02:35:50;49.9969
02:36:00;49.9955
02:36:10;50.0082
02:36:20;50.0062
02:36:30;50.0025
02:36:40;50.0062
02:36:50;50.0082
02:37:00;49.9912
02:37:10;49.9921
02:37:20;49.9894
02:37:30;49.9867
02:37:40;49.979
02:37:50;49.9786
02:38:00;49.9856
02:38:10;49.9951
02:38:20;50.0043
02:38:30;50.0042
02:38:40;50.0044
02:38:50;49.9999
02:39:00;50.0047
02:39:10;49.9997
02:39:20;49.9894
02:39:30;50.0015
02:39:40;49.9998
02:39:50;49.988
02:40:00;49.9807
02:40:10;49.9874
02:40:20;49.9903
02:40:30;49.9952
02:40:40;49.9986
02:40:50;50.0015
02:41:00;50.0024
02:41:10;50.0038
02:41:20;50.0091
02:41:30;50.0113
02:41:40;50.0142
02:41:50;50.0131
02:42:00;50.0153
02:42:10;50.0093
02:42:20;50.0164
02:42:30;50.0123
02:42:40;50.0148
02:42:50;50.0219
02:43:00;50.0186
02:43:10;50.0083
02:43:20;50.0112
02:43:30;50.0006
02:43:40;50.0065
02:43:50;50.0117
02:44:00;50.0003
02:44:10;49.9994
02:44:20;49.9994
02:44:30;50.0098
02:44:40;50.0053
02:44:50;50.0076
02:45:00;50.0014
02:45:10;50.0009
02:45:20;50.0079
02:45:30;50.0085
02:45:40;50.0046
02:45:50;49.9987
02:46:00;49.9997
02:46:10;49.9866
02:46:20;49.9777
02:46:30;49.973
02:46:40;49.983
02:46:50;49.9855
02:47:00;49.9816
02:47:10;49.9887
02:47:20;49.9876
02:47:30;50.0033
02:47:40;50.0117
02:47:50;50.0124
02:48:00;50.0075
02:48:10;50.0006
02:48:20;50.001
02:48:30;49.9975
02:48:40;50.0091
02:48:50;50.0065
02:49:00;50.002
02:49:10;50.007
02:49:20;50.0078
02:49:30;49.9988
02:49:40;49.9891
02:49:50;49.9764
02:50:00;49.9847
02:50:10;49.9956
02:50:20;49.9888
02:50:30;49.9956
02:50:40;49.9958
02:50:50;49.9986
02:51:00;50.0054
02:51:10;49.9964
02:51:20;49.9966
02:51:30;49.9816
02:51:40;49.9852
02:51:50;49.9931
02:52:00;49.9887
02:52:10;49.9936
02:52:20;49.9968
02:52:30;50.0069
02:52:40;50.016
02:52:50;50.005
02:53:00;50.01
02:53:10;50.0186
02:53:20;50.0132
02:53:30;50.0066
02:53:40;49.9983
02:53:50;49.9924
02:54:00;50.0029
02:54:10;49.9972
02:54:20;49.9874
02:54:30;49.9845
02:54:40;49.9805
02:54:50;49.994
02:55:00;50.0009
02:55:10;49.9982
02:55:20;49.9966
02:55:30;49.9954
02:55:40;50
02:55:50;50.0151
02:56:00;50.0071
02:56:10;50.0009
02:56:20;50.0065
02:56:30;50.0069
02:56:40;49.9884
02:56:50;49.9814
02:57:00;49.9848
02:57:10;49.9952
02:57:20;50.0028
02:57:30;50.0075
02:57:40;50.0132
02:57:50;50.0093
02:58:00;50.0065
02:58:10;50.0055
02:58:20;50.0085
02:58:30;50.0115
02:58:40;50.0036
02:58:50;49.9956
02:59:00;49.9966
02:59:10;49.9964
02:59:20;49.9925
02:59:30;49.9924
02:59:40;49.9877
02:59:50;49.9906
03:00:00;49.9773
03:00:10;49.9714
03:00:20;49.9659
03:00:30;49.9702
03:00:40;49.9657
03:00:50;49.9679
03:01:00;49.973
03:01:10;49.97
03:01:20;49.9757
03:01:30;49.9723
03:01:40;49.9629
03:01:50;49.9661
03:02:00;49.974
03:02:10;49.9743
03:02:20;49.9825
03:02:30;49.979
03:02:40;49.9849
03:02:50;49.9868
03:03:00;50.0028
03:03:10;50.0026
03:03:20;49.9959
03:03:30;50.0005
03:03:40;49.9956
03:03:50;49.9901
03:04:00;49.9921
03:04:10;49.993
03:04:20;49.983
03:04:30;49.9913
03:04:40;49.9993
03:04:50;49.9848
03:05:00;49.9768
03:05:10;49.9829
03:05:20;49.9812
03:05:30;49.983
03:05:40;49.977
03:05:50;49.9779
03:06:00;49.982
03:06:10;49.9811
03:06:20;49.9898
03:06:30;49.9938
03:06:40;49.9889
03:06:50;49.9797
03:07:00;49.9771
03:07:10;49.9754
03:07:20;49.9795
03:07:30;49.9702
03:07:40;49.9753
03:07:50;49.9876
03:08:00;49.99
03:08:10;49.9817
03:08:20;49.9761
03:08:30;49.9795
03:08:40;49.9774
03:08:50;49.9961
03:09:00;50.006
03:09:10;50.0024
03:09:20;50.0004
03:09:30;50.003
03:09:40;50.0042
03:09:50;50.0075
03:10:00;50.0056
03:10:10;50.0033
03:10:20;49.9956
03:10:30;49.9962
03:10:40;49.9991
03:10:50;50.0011
03:11:00;49.9988
03:11:10;49.997
03:11:20;49.9881
03:11:30;49.9897
03:11:40;49.9872
03:11:50;49.9929
03:12:00;49.9957
03:12:10;49.9918
03:12:20;49.9995
03:12:30;49.9999
03:12:40;50.0008
03:12:50;49.9955
03:13:00;49.9975
03:13:10;49.993
03:13:20;49.9846
03:13:30;49.9938
03:13:40;49.9925
03:13:50;49.991
03:14:00;49.993
03:14:10;49.9911
03:14:20;49.9921
03:14:30;50.0027
03:14:40;49.992
03:14:50;49.9887
03:15:00;49.9969
03:15:10;50.0029
03:15:20;50.0006
03:15:30;50.0017
03:15:40;49.9933
03:15:50;49.9748
03:16:00;49.9831
03:16:10;49.9818
03:16:20;49.9879
03:16:30;49.9936
03:16:40;49.9994
03:16:50;49.9975
03:17:00;49.9778
03:17:10;49.9888
03:17:20;50.0006
03:17:30;49.9879
03:17:40;49.9886
03:17:50;49.9932
03:18:00;49.9903
03:18:10;49.9889
03:18:20;50.0044
03:18:30;50.0075
03:18:40;49.9989
03:18:50;49.9987
03:19:00;49.9971
03:19:10;49.9915
03:19:20;49.9904
03:19:30;49.9843
03:19:40;49.9846
03:19:50;49.9897
03:20:00;49.9865
03:20:10;49.9925
03:20:20;49.9838
03:20:30;49.9827
03:20:40;49.9897
03:20:50;49.9933
03:21:00;49.9879
03:21:10;49.9904
03:21:20;50.0028
03:21:30;49.995
03:21:40;49.9951
03:21:50;49.9877
03:22:00;49.9848
03:22:10;49.9861
03:22:20;49.9868
03:22:30;49.9786
03:22:40;49.9698
03:22:50;49.9702
03:23:00;49.9802
03:23:10;49.9835
03:23:20;49.9881
03:23:30;49.9832
03:23:40;49.9848
03:23:50;49.9928
03:24:00;50.0142
03:24:10;50.0185
03:24:20;50.0117
03:24:30;50.002
03:24:40;49.9999
03:24:50;50.0036
03:25:00;49.998
03:25:10;49.9969
03:25:20;49.9976
03:25:30;50.0081
03:25:40;50.0105
03:25:50;50.0059
03:26:00;50.0097
03:26:10;50.0134
03:26:20;50.0084
03:26:30;50.0031
03:26:40;49.9961
03:26:50;50.0124
03:27:00;50.0171
03:27:10;50.0193
03:27:20;50.007
03:27:30;50.0045
03:27:40;50.0023
03:27:50;50.0156
03:28:00;50.0183
03:28:10;50.0139
03:28:20;50.0158
03:28:30;50.0044
03:28:40;50.003
03:28:50;49.9848
03:29:00;49.9869
03:29:10;49.9967
03:29:20;49.9953
03:29:30;49.998
03:29:40;50.0059
03:29:50;50.0147
03:30:00;50.0159
03:30:10;50.0133
03:30:20;50.0107
03:30:30;49.9993
03:30:40;50.0003
03:30:50;50.0036
03:31:00;50.0053
03:31:10;50.0005
03:31:20;49.9942
03:31:30;50.0015
03:31:40;50.0134
03:31:50;50.0197
03:32:00;50.0125
03:32:10;49.9918
03:32:20;49.9902
03:32:30;49.9921
03:32:40;49.9912
03:32:50;49.9968
03:33:00;49.9959
03:33:10;49.9868
03:33:20;49.9919
03:33:30;49.9991
03:33:40;50.001
03:33:50;49.9982
